country,date,total
Jamaica,2021-01-20,14487
Jamaica,2022-01-20,116944
Jamaica,2021-01-21,14550
Jamaica,2022-01-21,117717
Jamaica,2020-01-22,0
Jamaica,2021-01-22,14658
Jamaica,2022-01-22,118727
Jamaica,2020-01-23,0
Jamaica,2021-01-23,14772
Jamaica,2022-01-23,119565
Jamaica,2020-01-24,0
Jamaica,2021-01-24,14879
Jamaica,2022-01-24,120682
Jamaica,2020-01-25,0
Jamaica,2021-01-25,15012
Jamaica,2022-01-25,121436
Jamaica,2020-01-26,0
Jamaica,2021-01-26,15153
Jamaica,2022-01-26,121963
Jamaica,2020-01-27,0
Jamaica,2021-01-27,15241
Jamaica,2022-01-27,122463
Jamaica,2020-01-28,0
Jamaica,2021-01-28,15435
Jamaica,2022-01-28,123047
Jamaica,2020-01-29,0
Jamaica,2021-01-29,15462
Jamaica,2022-01-29,123047
Jamaica,2021-01-03,13049
Jamaica,2022-01-03,95946
Jamaica,2020-01-30,0
Jamaica,2021-01-30,15527
Jamaica,2022-01-30,124102
Jamaica,2020-01-31,0
Jamaica,2021-01-31,15653
Jamaica,2022-01-31,124512
Jamaica,2021-01-04,13203
Jamaica,2022-01-04,96331
Jamaica,2021-01-05,13246
Jamaica,2022-01-05,97066
Jamaica,2021-01-06,13330
Jamaica,2022-01-06,98194
Jamaica,2021-01-07,13368
Jamaica,2022-01-07,99463
Jamaica,2021-01-08,13411
Jamaica,2022-01-08,101056
Jamaica,2021-01-09,13455
Jamaica,2022-01-09,102505
Jamaica,2020-10-01,6555
Jamaica,2021-10-01,84069
Jamaica,2020-10-10,7559
Jamaica,2021-10-10,86126
Jamaica,2020-10-11,7718
Jamaica,2021-10-11,86384
Jamaica,2020-10-12,7813
Jamaica,2021-10-12,86456
Jamaica,2020-10-13,7910
Jamaica,2021-10-13,86507
Jamaica,2020-10-14,7989
Jamaica,2021-10-14,86722
Jamaica,2020-10-15,8067
Jamaica,2021-10-15,86986
Jamaica,2020-10-16,8132
Jamaica,2021-10-16,87232
Jamaica,2020-10-17,8195
Jamaica,2021-10-17,87389
Jamaica,2020-10-18,8274
Jamaica,2021-10-18,87586
Jamaica,2020-10-19,8321
Jamaica,2021-10-19,87667
Jamaica,2020-10-02,6704
Jamaica,2021-10-02,84417
Jamaica,2020-10-20,8374
Jamaica,2021-10-20,87723
Jamaica,2020-10-21,8445
Jamaica,2021-10-21,87797
Jamaica,2020-10-22,8600
Jamaica,2021-10-22,87970
Jamaica,2020-10-23,8638
Jamaica,2021-10-23,88159
Jamaica,2020-10-24,8670
Jamaica,2021-10-24,88259
Jamaica,2020-10-25,8714
Jamaica,2021-10-25,88431
Jamaica,2020-10-26,8749
Jamaica,2021-10-26,88480
Jamaica,2020-10-27,8787
Jamaica,2021-10-27,88530
Jamaica,2020-10-28,8851
Jamaica,2021-10-28,88666
Jamaica,2020-10-29,8927
Jamaica,2021-10-29,88775
Jamaica,2020-10-03,6795
Jamaica,2021-10-03,84701
Jamaica,2020-10-30,9005
Jamaica,2021-10-30,88907
Jamaica,2020-10-31,9094
Jamaica,2021-10-31,89014
Jamaica,2020-10-04,6895
Jamaica,2021-10-04,84914
Jamaica,2020-10-05,7012
Jamaica,2021-10-05,85163
Jamaica,2020-10-06,7109
Jamaica,2021-10-06,85261
Jamaica,2020-10-07,7191
Jamaica,2021-10-07,85475
Jamaica,2020-10-08,7273
Jamaica,2021-10-08,85680
Jamaica,2020-10-09,7363
Jamaica,2021-10-09,85905
Jamaica,2020-11-01,9131
Jamaica,2021-11-01,89123
Jamaica,2020-11-10,9573
Jamaica,2021-11-10,89818
Jamaica,2020-11-11,9581
Jamaica,2021-11-11,89926
Jamaica,2020-11-12,9634
Jamaica,2021-11-12,90005
Jamaica,2020-11-13,9723
Jamaica,2021-11-13,90149
Jamaica,2020-11-14,9780
Jamaica,2021-11-14,90209
Jamaica,2020-11-15,9884
Jamaica,2021-11-15,90311
Jamaica,2020-11-16,9929
Jamaica,2021-11-16,90341
Jamaica,2020-11-17,9959
Jamaica,2021-11-17,90370
Jamaica,2020-11-18,10019
Jamaica,2021-11-18,90467
Jamaica,2020-11-19,10088
Jamaica,2021-11-19,90558
Jamaica,2020-11-02,9257
Jamaica,2021-11-02,89170
Jamaica,2020-11-20,10151
Jamaica,2021-11-20,90630
Jamaica,2020-11-21,10240
Jamaica,2021-11-21,90705
Jamaica,2020-11-22,10284
Jamaica,2021-11-22,90807
Jamaica,2020-11-23,10343
Jamaica,2021-11-23,90855
Jamaica,2020-11-24,10422
Jamaica,2021-11-24,90905
Jamaica,2020-11-25,10488
Jamaica,2021-11-25,90961
Jamaica,2020-11-26,10541
Jamaica,2021-11-26,91026
Jamaica,2020-11-27,10600
Jamaica,2021-11-27,91122
Jamaica,2020-11-28,10669
Jamaica,2021-11-28,91169
Jamaica,2020-11-29,10709
Jamaica,2021-11-29,91222
Jamaica,2020-11-03,9296
Jamaica,2021-11-03,89216
Jamaica,2020-11-30,10763
Jamaica,2021-11-30,91249
Jamaica,2020-11-04,9326
Jamaica,2021-11-04,89349
Jamaica,2020-11-05,9373
Jamaica,2021-11-05,89466
Jamaica,2020-11-06,9426
Jamaica,2021-11-06,89587
Jamaica,2020-11-07,9472
Jamaica,2021-11-07,89681
Jamaica,2020-11-08,9506
Jamaica,2021-11-08,89746
Jamaica,2020-11-09,9542
Jamaica,2021-11-09,89788
Jamaica,2020-12-01,10810
Jamaica,2021-12-01,91272
Jamaica,2020-12-10,11443
Jamaica,2021-12-10,91652
Jamaica,2020-12-11,11509
Jamaica,2021-12-11,91725
Jamaica,2020-12-12,11608
Jamaica,2021-12-12,91765
Jamaica,2020-12-13,11710
Jamaica,2021-12-13,91802
Jamaica,2020-12-14,11792
Jamaica,2021-12-14,91843
Jamaica,2020-12-15,11875
Jamaica,2021-12-15,91868
Jamaica,2020-12-16,11907
Jamaica,2021-12-16,91927
Jamaica,2020-12-17,11968
Jamaica,2021-12-17,91972
Jamaica,2020-12-18,12039
Jamaica,2021-12-18,92018
Jamaica,2020-12-19,12135
Jamaica,2021-12-19,92018
Jamaica,2020-12-02,10864
Jamaica,2021-12-02,91304
Jamaica,2020-12-20,12224
Jamaica,2021-12-20,92089
Jamaica,2020-12-21,12289
Jamaica,2021-12-21,92127
Jamaica,2020-12-22,12354
Jamaica,2021-12-22,92226
Jamaica,2020-12-23,12423
Jamaica,2021-12-23,92279
Jamaica,2020-12-24,12519
Jamaica,2021-12-24,92355
Jamaica,2020-12-25,12597
Jamaica,2021-12-25,92513
Jamaica,2020-12-26,12684
Jamaica,2021-12-26,92705
Jamaica,2020-12-27,12723
Jamaica,2021-12-27,92705
Jamaica,2020-12-28,12732
Jamaica,2021-12-28,92950
Jamaica,2020-12-29,12752
Jamaica,2021-12-29,92950
Jamaica,2020-12-03,10911
Jamaica,2021-12-03,91369
Jamaica,2020-12-30,12793
Jamaica,2021-12-30,93591
Jamaica,2020-12-31,12827
Jamaica,2021-12-31,93920
Jamaica,2020-12-04,10987
Jamaica,2021-12-04,91421
Jamaica,2020-12-05,11063
Jamaica,2021-12-05,91469
Jamaica,2020-12-06,11120
Jamaica,2021-12-06,91536
Jamaica,2020-12-07,11184
Jamaica,2021-12-07,91554
Jamaica,2020-12-08,11271
Jamaica,2021-12-08,91578
Jamaica,2020-12-09,11369
Jamaica,2021-12-09,91601
Jamaica,2020-02-01,0
Jamaica,2021-02-01,15778
Jamaica,2022-02-01,124806
Jamaica,2020-02-10,0
Jamaica,2021-02-10,17908
Jamaica,2022-02-10,126589
Jamaica,2020-02-11,0
Jamaica,2021-02-11,18237
Jamaica,2022-02-11,126732
Jamaica,2020-02-12,0
Jamaica,2021-02-12,18527
Jamaica,2022-02-12,126886
Jamaica,2020-02-13,0
Jamaica,2021-02-13,18830
Jamaica,2022-02-13,127054
Jamaica,2020-02-14,0
Jamaica,2021-02-14,19035
Jamaica,2022-02-14,127163
Jamaica,2020-02-15,0
Jamaica,2021-02-15,19305
Jamaica,2022-02-15,127233
Jamaica,2020-02-16,0
Jamaica,2021-02-16,19773
Jamaica,2022-02-16,127294
Jamaica,2020-02-17,0
Jamaica,2021-02-17,20016
Jamaica,2022-02-17,127377
Jamaica,2020-02-18,0
Jamaica,2021-02-18,20310
Jamaica,2022-02-18,127436
Jamaica,2020-02-19,0
Jamaica,2021-02-19,20581
Jamaica,2022-02-19,127516
Jamaica,2020-02-02,0
Jamaica,2021-02-02,15973
Jamaica,2022-02-02,124967
Jamaica,2020-02-20,0
Jamaica,2021-02-20,20924
Jamaica,2022-02-20,127610
Jamaica,2020-02-21,0
Jamaica,2021-02-21,21382
Jamaica,2022-02-21,127665
Jamaica,2020-02-22,0
Jamaica,2021-02-22,21679
Jamaica,2022-02-22,127706
Jamaica,2020-02-23,0
Jamaica,2021-02-23,21826
Jamaica,2020-02-24,0
Jamaica,2021-02-24,22019
Jamaica,2020-02-25,0
Jamaica,2021-02-25,22267
Jamaica,2020-02-26,0
Jamaica,2021-02-26,22471
Jamaica,2020-02-27,0
Jamaica,2021-02-27,22817
Jamaica,2020-02-28,0
Jamaica,2021-02-28,23263
Jamaica,2020-02-29,0
Jamaica,2020-02-03,0
Jamaica,2021-02-03,16073
Jamaica,2022-02-03,125250
Jamaica,2020-02-04,0
Jamaica,2021-02-04,16250
Jamaica,2022-02-04,125517
Jamaica,2020-02-05,0
Jamaica,2021-02-05,16513
Jamaica,2022-02-05,125781
Jamaica,2020-02-06,0
Jamaica,2021-02-06,16841
Jamaica,2022-02-06,125993
Jamaica,2020-02-07,0
Jamaica,2021-02-07,17085
Jamaica,2022-02-07,126222
Jamaica,2020-02-08,0
Jamaica,2021-02-08,17298
Jamaica,2022-02-08,126350
Jamaica,2020-02-09,0
Jamaica,2021-02-09,17701
Jamaica,2022-02-09,126437
Jamaica,2020-03-01,0
Jamaica,2021-03-01,23599
Jamaica,2020-03-10,0
Jamaica,2021-03-10,28273
Jamaica,2020-03-11,1
Jamaica,2021-03-11,28968
Jamaica,2020-03-12,2
Jamaica,2021-03-12,29387
Jamaica,2020-03-13,8
Jamaica,2021-03-13,29912
Jamaica,2020-03-14,8
Jamaica,2021-03-14,30499
Jamaica,2020-03-15,10
Jamaica,2021-03-15,31305
Jamaica,2020-03-16,10
Jamaica,2021-03-16,31907
Jamaica,2020-03-17,12
Jamaica,2021-03-17,32728
Jamaica,2020-03-18,13
Jamaica,2021-03-18,33366
Jamaica,2020-03-19,15
Jamaica,2021-03-19,33970
Jamaica,2020-03-02,0
Jamaica,2021-03-02,23838
Jamaica,2020-03-20,16
Jamaica,2021-03-20,34665
Jamaica,2020-03-21,16
Jamaica,2021-03-21,35338
Jamaica,2020-03-22,19
Jamaica,2021-03-22,35896
Jamaica,2020-03-23,19
Jamaica,2021-03-23,36231
Jamaica,2020-03-24,21
Jamaica,2021-03-24,36670
Jamaica,2020-03-25,26
Jamaica,2021-03-25,37128
Jamaica,2020-03-26,26
Jamaica,2021-03-26,37458
Jamaica,2020-03-27,26
Jamaica,2021-03-27,37747
Jamaica,2020-03-28,30
Jamaica,2021-03-28,38227
Jamaica,2020-03-29,32
Jamaica,2021-03-29,38514
Jamaica,2020-03-03,0
Jamaica,2021-03-03,24103
Jamaica,2020-03-30,36
Jamaica,2021-03-30,38848
Jamaica,2020-03-31,36
Jamaica,2021-03-31,39237
Jamaica,2020-03-04,0
Jamaica,2021-03-04,24444
Jamaica,2020-03-05,0
Jamaica,2021-03-05,24776
Jamaica,2020-03-06,0
Jamaica,2021-03-06,25303
Jamaica,2020-03-07,0
Jamaica,2021-03-07,26026
Jamaica,2020-03-08,0
Jamaica,2021-03-08,26904
Jamaica,2020-03-09,0
Jamaica,2021-03-09,27465
Jamaica,2020-04-01,44
Jamaica,2021-04-01,39543
Jamaica,2020-04-10,63
Jamaica,2021-04-10,42119
Jamaica,2020-04-11,65
Jamaica,2021-04-11,42500
Jamaica,2020-04-12,69
Jamaica,2021-04-12,42763
Jamaica,2020-04-13,73
Jamaica,2021-04-13,42924
Jamaica,2020-04-14,73
Jamaica,2021-04-14,43054
Jamaica,2020-04-15,125
Jamaica,2021-04-15,43240
Jamaica,2020-04-16,143
Jamaica,2021-04-16,43473
Jamaica,2020-04-17,143
Jamaica,2021-04-17,43684
Jamaica,2020-04-18,163
Jamaica,2021-04-18,43890
Jamaica,2020-04-19,173
Jamaica,2021-04-19,44136
Jamaica,2020-04-02,47
Jamaica,2021-04-02,39967
Jamaica,2020-04-20,223
Jamaica,2021-04-20,44254
Jamaica,2020-04-21,223
Jamaica,2021-04-21,44337
Jamaica,2020-04-22,233
Jamaica,2021-04-22,44502
Jamaica,2020-04-23,257
Jamaica,2021-04-23,44642
Jamaica,2020-04-24,288
Jamaica,2021-04-24,44867
Jamaica,2020-04-25,305
Jamaica,2021-04-25,45004
Jamaica,2020-04-26,350
Jamaica,2021-04-26,45145
Jamaica,2020-04-27,364
Jamaica,2021-04-27,45212
Jamaica,2020-04-28,364
Jamaica,2021-04-28,45292
Jamaica,2020-04-29,396
Jamaica,2021-04-29,45414
Jamaica,2020-04-03,47
Jamaica,2021-04-03,40449
Jamaica,2020-04-30,422
Jamaica,2021-04-30,45578
Jamaica,2020-04-04,53
Jamaica,2021-04-04,40663
Jamaica,2020-04-05,58
Jamaica,2021-04-05,41013
Jamaica,2020-04-06,58
Jamaica,2021-04-06,41328
Jamaica,2020-04-07,63
Jamaica,2021-04-07,41400
Jamaica,2020-04-08,63
Jamaica,2021-04-08,41604
Jamaica,2020-04-09,63
Jamaica,2021-04-09,41843
Jamaica,2020-05-01,432
Jamaica,2021-05-01,45777
Jamaica,2020-05-10,502
Jamaica,2021-05-10,46782
Jamaica,2020-05-11,505
Jamaica,2021-05-11,46821
Jamaica,2020-05-12,507
Jamaica,2021-05-12,46922
Jamaica,2020-05-13,509
Jamaica,2021-05-13,47020
Jamaica,2020-05-14,509
Jamaica,2021-05-14,47150
Jamaica,2020-05-15,511
Jamaica,2021-05-15,47233
Jamaica,2020-05-16,517
Jamaica,2021-05-16,47319
Jamaica,2020-05-17,520
Jamaica,2021-05-17,47396
Jamaica,2020-05-18,520
Jamaica,2021-05-18,47479
Jamaica,2020-05-19,520
Jamaica,2021-05-19,47572
Jamaica,2020-05-02,463
Jamaica,2021-05-02,45867
Jamaica,2020-05-20,529
Jamaica,2021-05-20,47672
Jamaica,2020-05-21,534
Jamaica,2021-05-21,47776
Jamaica,2020-05-22,544
Jamaica,2021-05-22,47899
Jamaica,2020-05-23,550
Jamaica,2021-05-23,47959
Jamaica,2020-05-24,552
Jamaica,2021-05-24,48054
Jamaica,2020-05-25,556
Jamaica,2021-05-25,48081
Jamaica,2020-05-26,564
Jamaica,2021-05-26,48101
Jamaica,2020-05-27,569
Jamaica,2021-05-27,48180
Jamaica,2020-05-28,569
Jamaica,2021-05-28,48288
Jamaica,2020-05-29,575
Jamaica,2021-05-29,48374
Jamaica,2020-05-03,469
Jamaica,2021-05-03,46039
Jamaica,2020-05-30,581
Jamaica,2021-05-30,48467
Jamaica,2020-05-31,586
Jamaica,2021-05-31,48557
Jamaica,2020-05-04,471
Jamaica,2021-05-04,46087
Jamaica,2020-05-05,473
Jamaica,2021-05-05,46194
Jamaica,2020-05-06,478
Jamaica,2021-05-06,46338
Jamaica,2020-05-07,488
Jamaica,2021-05-07,46428
Jamaica,2020-05-08,490
Jamaica,2021-05-08,46588
Jamaica,2020-05-09,490
Jamaica,2021-05-09,46708
Jamaica,2020-06-01,588
Jamaica,2021-06-01,48594
Jamaica,2020-06-10,605
Jamaica,2021-06-10,49110
Jamaica,2020-06-11,611
Jamaica,2021-06-11,49179
Jamaica,2020-06-12,614
Jamaica,2021-06-12,49232
Jamaica,2020-06-13,615
Jamaica,2021-06-13,49277
Jamaica,2020-06-14,617
Jamaica,2021-06-14,49356
Jamaica,2020-06-15,621
Jamaica,2021-06-15,49379
Jamaica,2020-06-16,621
Jamaica,2021-06-16,49429
Jamaica,2020-06-17,626
Jamaica,2021-06-17,49503
Jamaica,2020-06-18,638
Jamaica,2021-06-18,49564
Jamaica,2020-06-19,652
Jamaica,2021-06-19,49607
Jamaica,2020-06-02,590
Jamaica,2021-06-02,48639
Jamaica,2020-06-20,657
Jamaica,2021-06-20,49668
Jamaica,2020-06-21,659
Jamaica,2021-06-21,49712
Jamaica,2020-06-22,665
Jamaica,2021-06-22,49735
Jamaica,2020-06-23,670
Jamaica,2021-06-23,49795
Jamaica,2020-06-24,678
Jamaica,2021-06-24,49841
Jamaica,2020-06-25,684
Jamaica,2021-06-25,49909
Jamaica,2020-06-26,686
Jamaica,2021-06-26,49964
Jamaica,2020-06-27,690
Jamaica,2021-06-27,50005
Jamaica,2020-06-28,696
Jamaica,2021-06-28,50054
Jamaica,2020-06-29,698
Jamaica,2021-06-29,50080
Jamaica,2020-06-03,591
Jamaica,2021-06-03,48733
Jamaica,2020-06-30,702
Jamaica,2021-06-30,50124
Jamaica,2020-06-04,591
Jamaica,2021-06-04,48821
Jamaica,2020-06-05,595
Jamaica,2021-06-05,48901
Jamaica,2020-06-06,596
Jamaica,2021-06-06,48951
Jamaica,2020-06-07,598
Jamaica,2021-06-07,48983
Jamaica,2020-06-08,599
Jamaica,2021-06-08,49031
Jamaica,2020-06-09,605
Jamaica,2021-06-09,49090
Jamaica,2020-07-01,707
Jamaica,2021-07-01,50166
Jamaica,2020-07-10,753
Jamaica,2021-07-10,50629
Jamaica,2020-07-11,758
Jamaica,2021-07-11,50720
Jamaica,2020-07-12,758
Jamaica,2021-07-12,50757
Jamaica,2020-07-13,759
Jamaica,2021-07-13,50793
Jamaica,2020-07-14,762
Jamaica,2021-07-14,50848
Jamaica,2020-07-15,763
Jamaica,2021-07-15,50913
Jamaica,2020-07-16,765
Jamaica,2021-07-16,50983
Jamaica,2020-07-17,768
Jamaica,2021-07-17,51052
Jamaica,2020-07-18,774
Jamaica,2021-07-18,51135
Jamaica,2020-07-19,790
Jamaica,2021-07-19,51220
Jamaica,2020-07-02,715
Jamaica,2021-07-02,50242
Jamaica,2020-07-20,809
Jamaica,2021-07-20,51282
Jamaica,2020-07-21,810
Jamaica,2021-07-21,51408
Jamaica,2020-07-22,816
Jamaica,2021-07-22,51542
Jamaica,2020-07-23,821
Jamaica,2021-07-23,51686
Jamaica,2020-07-24,831
Jamaica,2021-07-24,51686
Jamaica,2020-07-25,837
Jamaica,2021-07-25,51984
Jamaica,2020-07-26,842
Jamaica,2021-07-26,52089
Jamaica,2020-07-27,853
Jamaica,2021-07-27,52141
Jamaica,2020-07-28,855
Jamaica,2021-07-28,52322
Jamaica,2020-07-29,856
Jamaica,2021-07-29,52504
Jamaica,2020-07-03,721
Jamaica,2021-07-03,50242
Jamaica,2020-07-30,864
Jamaica,2021-07-30,52684
Jamaica,2020-07-31,878
Jamaica,2021-07-31,52895
Jamaica,2020-07-04,728
Jamaica,2021-07-04,50242
Jamaica,2020-07-05,732
Jamaica,2021-07-05,50389
Jamaica,2020-07-06,737
Jamaica,2021-07-06,50404
Jamaica,2020-07-07,745
Jamaica,2021-07-07,50456
Jamaica,2020-07-08,751
Jamaica,2021-07-08,50497
Jamaica,2020-07-09,753
Jamaica,2021-07-09,50568
Jamaica,2020-08-01,883
Jamaica,2021-08-01,53237
Jamaica,2020-08-10,1031
Jamaica,2021-08-10,55456
Jamaica,2020-08-11,1047
Jamaica,2021-08-11,55790
Jamaica,2020-08-12,1065
Jamaica,2021-08-12,56165
Jamaica,2020-08-13,1071
Jamaica,2021-08-13,56709
Jamaica,2020-08-14,1082
Jamaica,2021-08-14,57289
Jamaica,2020-08-15,1082
Jamaica,2021-08-15,57945
Jamaica,2020-08-16,1113
Jamaica,2021-08-16,58458
Jamaica,2020-08-17,1129
Jamaica,2021-08-17,59088
Jamaica,2020-08-18,1146
Jamaica,2021-08-18,59377
Jamaica,2020-08-19,1192
Jamaica,2021-08-19,59932
Jamaica,2020-08-02,894
Jamaica,2021-08-02,53237
Jamaica,2020-08-20,1290
Jamaica,2021-08-20,60488
Jamaica,2020-08-21,1346
Jamaica,2021-08-21,61282
Jamaica,2020-08-22,1346
Jamaica,2021-08-22,61282
Jamaica,2020-08-23,1529
Jamaica,2021-08-23,62712
Jamaica,2020-08-24,1612
Jamaica,2021-08-24,63464
Jamaica,2020-08-25,1732
Jamaica,2021-08-25,63831
Jamaica,2020-08-26,1804
Jamaica,2021-08-26,64294
Jamaica,2020-08-27,1870
Jamaica,2021-08-27,64899
Jamaica,2020-08-28,2011
Jamaica,2021-08-28,65734
Jamaica,2020-08-29,2113
Jamaica,2021-08-29,66663
Jamaica,2020-08-03,905
Jamaica,2021-08-03,53543
Jamaica,2020-08-30,2357
Jamaica,2021-08-30,67402
Jamaica,2020-08-31,2459
Jamaica,2021-08-31,68131
Jamaica,2020-08-04,920
Jamaica,2021-08-04,53639
Jamaica,2020-08-05,928
Jamaica,2021-08-05,53839
Jamaica,2020-08-06,958
Jamaica,2021-08-06,54165
Jamaica,2020-08-07,987
Jamaica,2021-08-07,54480
Jamaica,2020-08-08,1003
Jamaica,2021-08-08,54859
Jamaica,2020-08-09,1023
Jamaica,2021-08-09,55140
Jamaica,2020-09-01,2459
Jamaica,2021-09-01,68482
Jamaica,2020-09-10,3511
Jamaica,2021-09-10,74645
Jamaica,2020-09-11,3511
Jamaica,2021-09-11,75297
Jamaica,2020-09-12,3623
Jamaica,2021-09-12,75857
Jamaica,2020-09-13,3771
Jamaica,2021-09-13,76451
Jamaica,2020-09-14,3933
Jamaica,2021-09-14,76987
Jamaica,2020-09-15,4042
Jamaica,2021-09-15,77497
Jamaica,2020-09-16,4164
Jamaica,2021-09-16,77989
Jamaica,2020-09-17,4374
Jamaica,2021-09-17,78590
Jamaica,2020-09-18,4571
Jamaica,2021-09-18,79127
Jamaica,2020-09-19,4758
Jamaica,2021-09-19,79673
Jamaica,2020-09-02,2683
Jamaica,2021-09-02,69054
Jamaica,2020-09-20,4988
Jamaica,2021-09-20,80406
Jamaica,2020-09-21,5143
Jamaica,2021-09-21,80780
Jamaica,2020-09-22,5270
Jamaica,2021-09-22,80959
Jamaica,2020-09-23,5395
Jamaica,2021-09-23,81394
Jamaica,2020-09-24,5588
Jamaica,2021-09-24,81828
Jamaica,2020-09-25,5723
Jamaica,2021-09-25,82349
Jamaica,2020-09-26,5854
Jamaica,2021-09-26,82778
Jamaica,2020-09-27,6017
Jamaica,2021-09-27,83030
Jamaica,2020-09-28,6170
Jamaica,2021-09-28,83342
Jamaica,2020-09-29,6408
Jamaica,2021-09-29,83486
Jamaica,2020-09-03,2896
Jamaica,2021-09-03,69789
Jamaica,2020-09-30,6482
Jamaica,2021-09-30,83737
Jamaica,2020-09-04,2964
Jamaica,2021-09-04,70657
Jamaica,2020-09-05,3024
Jamaica,2021-09-05,71344
Jamaica,2020-09-06,3103
Jamaica,2021-09-06,71987
Jamaica,2020-09-07,3183
Jamaica,2021-09-07,72824
Jamaica,2020-09-08,3323
Jamaica,2021-09-08,73496
Jamaica,2020-09-09,3437
Jamaica,2021-09-09,74007
Japan,2021-01-01,239005
Japan,2022-01-01,1732752
Japan,2021-01-10,289144
Japan,2022-01-10,1770545
Japan,2021-01-11,294050
Japan,2022-01-11,1776780
Japan,2021-01-12,298647
Japan,2022-01-12,1789824
Japan,2021-01-13,304564
Japan,2022-01-13,1808501
Japan,2021-01-14,311220
Japan,2022-01-14,1830381
Japan,2021-01-15,318393
Japan,2022-01-15,1856002
Japan,2021-01-16,325435
Japan,2022-01-16,1881481
Japan,2021-01-17,331195
Japan,2022-01-17,1902304
Japan,2021-01-18,336132
Japan,2022-01-18,1934391
Japan,2021-01-19,341467
Japan,2022-01-19,1975761
Japan,2021-01-02,242076
Japan,2022-01-02,1733229
Japan,2021-01-20,347029
Japan,2022-01-20,2021758
Japan,2021-01-21,352693
Japan,2022-01-21,2071471
Japan,2020-01-22,2
Japan,2021-01-22,357750
Japan,2022-01-22,2125882
Japan,2020-01-23,2
Japan,2021-01-23,362476
Japan,2022-01-23,2175719
Japan,2020-01-24,2
Japan,2021-01-24,366466
Japan,2022-01-24,2220382
Japan,2020-01-25,2
Japan,2021-01-25,369229
Japan,2022-01-25,2282871
Japan,2020-01-26,4
Japan,2021-01-26,373082
Japan,2022-01-26,2354358
Japan,2020-01-27,4
Japan,2021-01-27,377056
Japan,2022-01-27,2433094
Japan,2020-01-28,7
Japan,2021-01-28,381187
Japan,2022-01-28,2514804
Japan,2020-01-29,7
Japan,2021-01-29,384725
Japan,2022-01-29,2599599
Japan,2021-01-03,245242
Japan,2022-01-03,1733901
Japan,2020-01-30,11
Japan,2021-01-30,388067
Japan,2022-01-30,2677602
Japan,2020-01-31,15
Japan,2021-01-31,390740
Japan,2022-01-31,2738460
Japan,2021-01-04,248585
Japan,2022-01-04,1735050
Japan,2021-01-05,253534
Japan,2022-01-05,1737540
Japan,2021-01-06,259583
Japan,2022-01-06,1741837
Japan,2021-01-07,267225
Japan,2022-01-07,1747907
Japan,2021-01-08,275182
Japan,2022-01-08,1756209
Japan,2021-01-09,283036
Japan,2022-01-09,1764280
Japan,2020-10-01,84212
Japan,2021-10-01,1706516
Japan,2020-10-10,88921
Japan,2021-10-10,1714555
Japan,2020-10-11,89357
Japan,2021-10-11,1714924
Japan,2020-10-12,89635
Japan,2021-10-12,1715531
Japan,2020-10-13,90133
Japan,2021-10-13,1716262
Japan,2020-10-14,90685
Japan,2021-10-14,1716879
Japan,2020-10-15,91393
Japan,2021-10-15,1717396
Japan,2020-10-16,92032
Japan,2021-10-16,1717896
Japan,2020-10-17,92655
Japan,2021-10-17,1718324
Japan,2020-10-18,93085
Japan,2021-10-18,1718554
Japan,2020-10-19,93401
Japan,2021-10-19,1718925
Japan,2020-10-02,84754
Japan,2021-10-02,1707759
Japan,2020-10-20,93882
Japan,2021-10-20,1719313
Japan,2020-10-21,94497
Japan,2021-10-21,1719656
Japan,2020-10-22,95113
Japan,2021-10-22,1719980
Japan,2020-10-23,95858
Japan,2021-10-23,1720263
Japan,2020-10-24,96584
Japan,2021-10-24,1720495
Japan,2020-10-25,97077
Japan,2021-10-25,1720646
Japan,2020-10-26,97487
Japan,2021-10-26,1720956
Japan,2020-10-27,98133
Japan,2021-10-27,1721266
Japan,2020-10-28,98864
Japan,2021-10-28,1721539
Japan,2020-10-29,99672
Japan,2021-10-29,1721831
Japan,2020-10-03,85328
Japan,2021-10-03,1708726
Japan,2020-10-30,100446
Japan,2021-10-30,1722115
Japan,2020-10-31,101323
Japan,2021-10-31,1722343
Japan,2020-10-04,85728
Japan,2021-10-04,1709325
Japan,2020-10-05,86007
Japan,2021-10-05,1710304
Japan,2020-10-06,86507
Japan,2021-10-06,1711429
Japan,2020-10-07,87013
Japan,2021-10-07,1712401
Japan,2020-10-08,87640
Japan,2021-10-08,1713228
Japan,2020-10-09,88243
Japan,2021-10-09,1714002
Japan,2020-11-01,101936
Japan,2021-11-01,1722427
Japan,2020-11-10,110449
Japan,2021-11-10,1724172
Japan,2020-11-11,111993
Japan,2021-11-11,1724379
Japan,2020-11-12,113652
Japan,2021-11-12,1724573
Japan,2020-11-13,115356
Japan,2021-11-13,1724767
Japan,2020-11-14,117091
Japan,2021-11-14,1724893
Japan,2020-11-15,118530
Japan,2021-11-15,1724967
Japan,2020-11-16,119480
Japan,2021-11-16,1725111
Japan,2020-11-17,121180
Japan,2021-11-17,1725310
Japan,2020-11-18,123374
Japan,2021-11-18,1725458
Japan,2020-11-19,125759
Japan,2021-11-19,1725611
Japan,2020-11-02,102423
Japan,2021-11-02,1722648
Japan,2020-11-20,128180
Japan,2021-11-20,1725715
Japan,2020-11-21,130772
Japan,2021-11-21,1725850
Japan,2020-11-22,132931
Japan,2021-11-22,1725894
